claim_id,policy_id,claim_date,claim_amount,claim_status,claim_type
175,20285,2024-08-31,45147.62,Denied,Theft
176,13122,2025-11-12,39737.81,Pending,Accident
177,37409,2025-07-26,45768.63,Pending,Medical
178,3972,2024-09-20,10397.49,Pending,Medical
179,4510,2024-11-07,42793.8,Denied,Theft
180,28017,2026-01-21,32323.43,Approved,Medical
181,34918,2025-11-06,35622.81,Pending,Medical
182,19160,2024-10-21,19832.84,Approved,Medical
183,37675,2025-08-21,15056.14,Denied,Death
184,31596,2025-07-23,37367.55,Approved,Theft
185,20698,2024-04-24,29890.8,Denied,Death
186,36964,2024-11-22,15609.22,Pending,Death
187,28563,2024-10-04,14172.22,Pending,Death
188,24111,2025-07-07,43704.97,Denied,Accident
189,37471,2024-05-21,41265.89,Approved,Accident
190,5448,2024-12-24,42798.3,Denied,Accident
191,27986,2024-10-24,43785.36,Denied,Medical
192,32536,2025-07-02,3204.48,Approved,Accident
193,9788,2025-10-06,9257.49,Denied,Theft
194,5075,2025-08-08,23411.62,Approved,Accident
195,36484,2025-09-13,43766.28,Pending,Medical
196,2877,2025-12-07,33867.7,Denied,Theft
197,32486,2024-07-07,16257.69,Approved,Theft
198,26956,2024-12-20,23478.29,Pending,Medical
199,37687,2025-09-16,45914.32,Approved,Theft
200,16993,2024-12-28,11848.02,Denied,Medical
201,22746,2025-10-03,8483.3,Approved,Medical
202,16430,2026-03-08,12895.97,Pending,Medical
203,320,2024-12-09,39202.89,Pending,Theft
204,19162,2024-03-29,38053.83,Approved,Death
205,592,2025-01-12,6225.74,Approved,Accident
206,26705,2024-09-06,26159.12,Denied,Accident
207,35564,2024-05-23,44909.47,Denied,Accident
208,34995,2026-02-04,36830.65,Approved,Medical
209,15695,2024-04-13,31745.38,Approved,Theft
210,20069,2024-08-27,15582.46,Approved,Accident
211,6132,2024-12-04,45711.2,Pending,Death
212,37851,2024-05-05,29732.59,Approved,Death
213,12129,2025-10-23,36187.12,Approved,Medical
214,9490,2024-11-12,22409.17,Pending,Death
215,16542,2024-04-06,7528.17,Denied,Accident
216,38707,2025-02-06,46678.61,Approved,Theft
217,3629,2024-12-22,43501.45,Pending,Death
218,14226,2025-03-05,30014.95,Denied,Accident
219,2416,2025-07-05,10644.3,Pending,Accident
220,28473,2024-06-02,27442.83,Pending,Accident
221,272,2025-04-01,46472.12,Approved,Death
222,20990,2025-02-28,4140.58,Denied,Medical
223,3962,2025-09-18,33662.33,Approved,Death
224,23451,2024-09-15,47628.1,Approved,Death
225,7157,2026-01-17,7272.86,Pending,Accident
226,33295,2024-06-07,14317.36,Denied,Theft
227,37265,2025-12-25,32496.82,Denied,Theft
228,19876,2025-04-17,17215.08,Approved,Medical
229,1518,2025-06-26,34441.61,Approved,Theft
230,36292,2024-12-14,2411.82,Pending,Medical
231,37596,2025-07-21,8913.69,Pending,Death
232,14347,2025-08-17,46073.14,Denied,Death
233,28147,2026-03-14,17158.4,Pending,Death
234,11893,2024-12-18,21880.26,Approved,Medical
235,16446,2025-02-19,17730.82,Approved,Medical
236,14958,2024-04-04,40320.81,Pending,Accident
237,36548,2024-08-12,28570.84,Pending,Accident
238,9297,2024-08-23,32668.22,Approved,Accident
239,37371,2024-07-07,38301.31,Approved,Accident
240,20487,2025-05-29,41902.45,Pending,Accident
241,20177,2025-03-08,40503.94,Approved,Death
242,32398,2025-09-10,25757.75,Pending,Theft
243,2023,2024-08-07,10829.23,Approved,Theft
244,25800,2025-01-13,26043.33,Approved,Theft
245,25507,2024-10-23,33787.86,Denied,Accident
246,30147,2025-04-30,15710.45,Approved,Medical
247,4391,2026-02-19,6186.81,Pending,Death
248,29416,2024-11-10,18623.6,Denied,Medical
249,6124,2025-06-16,19519.36,Approved,Medical
250,26922,2024-12-24,43432.46,Denied,Accident
251,8439,2026-01-29,42616.78,Approved,Death
252,10028,2024-10-04,16639.64,Denied,Accident
253,22269,2024-11-29,6163.28,Denied,Death
254,18862,2026-01-18,1841.16,Approved,Death
255,35367,2025-05-07,18821.2,Pending,Medical
256,11731,2025-09-20,8557.68,Denied,Death
257,25096,2024-07-15,36521.92,Approved,Death
258,35129,2025-07-19,30994.38,Denied,Accident
259,24247,2024-04-24,7869.85,Approved,Death
260,17281,2024-10-22,2493.38,Approved,Accident
261,36355,2025-12-12,37679.52,Denied,Theft
262,39379,2025-02-05,7470.25,Pending,Medical
263,36984,2025-04-15,3183.47,Denied,Accident
264,26681,2025-04-25,31778.6,Pending,Accident
265,26131,2025-01-16,8836.74,Approved,Death
266,8801,2024-11-09,19721.48,Pending,Accident
267,18429,2025-11-25,425.64,Denied,Theft
268,34875,2024-05-13,44259.01,Pending,Death
269,25828,2025-03-30,8940.73,Approved,Medical
270,39698,2024-12-05,19138.17,Approved,Death
271,31032,2024-11-04,21010.71,Pending,Accident
272,23775,2024-06-20,31743.04,Pending,Accident
273,18850,2024-06-25,22415.15,Approved,Theft
274,21186,2024-12-31,24717.38,Denied,Medical
275,2322,2025-10-02,26825.73,Denied,Accident
276,26731,2024-07-28,39468.71,Denied,Theft
277,37649,2024-04-08,45817.75,Denied,Medical
278,25953,2024-05-07,9616.3,Pending,Accident
279,7204,2025-11-15,4977.55,Approved,Theft
280,21302,2025-06-28,40680.18,Approved,Theft
281,17740,2025-11-14,9183.56,Denied,Accident
282,1018,2024-04-20,26154.01,Pending,Accident
283,3789,2025-09-18,48845.61,Pending,Accident
284,22728,2024-11-30,45927.1,Denied,Medical
285,33868,2024-12-21,33896.51,Denied,Medical
286,11699,2025-01-23,37575.11,Denied,Death
287,6287,2024-08-15,24432.14,Approved,Theft
288,29227,2024-07-03,15295.94,Pending,Death
289,4390,2024-08-26,16820.55,Pending,Accident
290,13472,2025-10-23,38172.98,Approved,Accident
291,16013,2024-10-10,39651.68,Approved,Theft
292,4393,2025-05-29,28385.79,Pending,Accident
293,24145,2024-12-15,18704.31,Approved,Theft
294,29948,2025-05-25,7927.28,Pending,Theft
295,31446,2024-12-25,21462.21,Pending,Death
296,39642,2024-05-14,33569.96,Approved,Accident
297,36427,2025-09-20,42651.45,Denied,Death
298,26104,2025-09-19,18604.79,Pending,Death
299,35007,2024-10-14,27929.22,Pending,Theft
300,13522,2025-07-26,16880.62,Denied,Death
301,18824,2025-06-30,18069.32,Denied,Medical
302,22475,2026-03-18,47446.24,Approved,Medical
303,5705,2024-07-03,16715.13,Denied,Medical
304,31241,2025-05-15,46009.61,Pending,Death
305,29832,2025-02-18,30780.61,Approved,Death
306,31319,2025-09-25,13599.03,Approved,Theft
307,33778,2024-12-30,38136.89,Denied,Accident
308,28617,2024-07-17,25923.53,Denied,Death
309,23675,2025-12-16,2900.43,Denied,Theft
310,37255,2025-06-04,1129.32,Approved,Theft
311,25812,2025-03-26,4839.65,Pending,Medical
312,1685,2025-09-07,38785.63,Denied,Medical
313,21020,2025-03-12,41636.02,Pending,Theft
314,28714,2024-12-04,48470.44,Denied,Medical
315,31124,2024-04-24,48468.35,Approved,Medical
316,22876,2024-07-10,28343.38,Denied,Death
317,19314,2025-11-08,3340.76,Pending,Medical
318,18758,2025-07-28,34915.78,Denied,Medical
319,29234,2024-09-12,23862.5,Approved,Theft
320,18880,2024-07-02,12823.34,Denied,Theft
321,19326,2024-10-05,11603.04,Denied,Death
322,9736,2026-01-24,20200.89,Approved,Medical
323,17549,2024-05-18,24122.75,Approved,Medical
324,15856,2025-10-27,39933.24,Pending,Medical
325,29463,2024-07-28,13910.93,Approved,Death
326,8881,2024-04-10,46811.12,Pending,Death
327,4116,2025-03-02,2613.28,Pending,Death
328,25323,2025-02-21,22140.45,Pending,Death
329,30529,2025-09-09,8153.51,Approved,Theft
330,34524,2025-08-02,16861.57,Denied,Theft
331,3912,2025-01-21,40696.47,Pending,Medical
332,35773,2025-07-20,11793.98,Denied,Death
333,33509,2025-03-22,22484.76,Pending,Medical
334,26371,2024-07-14,36749.2,Pending,Death
335,35142,2024-06-01,34506.02,Pending,Death
336,17130,2024-08-12,11071.3,Approved,Theft
337,14498,2024-09-05,4898.8,Pending,Theft
338,20076,2025-05-18,44714.91,Denied,Death
339,2957,2025-02-25,42506.24,Denied,Medical
340,38950,2024-04-06,2734.92,Pending,Medical
341,35899,2024-04-10,8782.79,Denied,Death
342,27793,2025-11-05,14659.32,Denied,Theft
343,3778,2025-11-14,1076.89,Approved,Theft
344,15377,2024-05-29,21745.63,Approved,Medical
345,33425,2025-01-28,45688.24,Denied,Theft
346,12567,2024-11-28,9226.39,Approved,Medical
347,1043,2024-05-21,46647.87,Pending,Death
348,27733,2024-07-27,6451.16,Approved,Accident
349,19894,2025-01-25,1994.29,Denied,Medical
350,30520,2024-09-13,11893.18,Approved,Death
351,23663,2025-09-07,5342.04,Denied,Accident
352,14308,2024-04-30,34182.68,Denied,Accident
353,36461,2025-07-05,46547.37,Approved,Accident
354,39753,2025-02-18,33946.16,Pending,Theft
355,38122,2024-09-21,5785.87,Denied,Medical
356,29916,2025-02-01,34580.31,Approved,Medical
357,36954,2025-07-18,3500.51,Pending,Theft
358,19079,2025-05-20,8614.37,Denied,Theft
359,39837,2024-10-15,35928.44,Denied,Accident
360,19226,2024-12-08,15538.63,Pending,Medical
361,1825,2025-01-06,46734.62,Pending,Theft
362,20883,2026-03-12,42953.54,Denied,Medical
363,29283,2024-06-23,8118.92,Approved,Theft
364,11725,2024-05-19,46784.35,Denied,Death
365,21694,2024-06-22,31533.91,Approved,Medical
366,35788,2025-03-22,6184.88,Pending,Theft
367,28987,2024-05-07,6176.66,Pending,Accident
368,23954,2024-08-11,19834.53,Approved,Medical
369,5068,2024-12-04,29146.05,Approved,Medical
370,38724,2025-10-29,10429.84,Approved,Death
371,15946,2026-01-08,32530.14,Approved,Death
372,39162,2026-02-12,11687.04,Denied,Theft
373,14519,2025-11-03,17696.69,Pending,Medical
374,26399,2024-11-02,7531.86,Approved,Theft
375,36009,2025-09-23,21464.52,Pending,Medical
376,4975,2025-02-24,28540.18,Denied,Accident
377,15020,2025-05-29,6784.99,Denied,Medical
378,30853,2025-07-11,20763.43,Denied,Medical
379,9198,2026-03-10,1289.05,Approved,Medical
380,32028,2024-12-09,32079.66,Pending,Medical
381,23298,2026-01-14,42097.33,Approved,Medical
382,27289,2025-04-27,6547.97,Denied,Medical
383,9563,2025-12-08,25664.85,Approved,Accident
384,38844,2024-04-01,33167.45,Pending,Death
385,22132,2024-11-20,35877.36,Pending,Accident
386,26208,2025-04-07,46253.25,Denied,Medical
387,37530,2026-01-01,42017.16,Pending,Theft
388,13580,2025-03-27,44166.83,Denied,Death
389,38949,2025-04-08,31398.39,Approved,Medical
390,7720,2025-03-21,22407.64,Pending,Death
391,24110,2025-11-10,45012.68,Denied,Theft
392,26168,2024-04-23,37517.54,Approved,Medical
393,32983,2025-09-13,11042.46,Pending,Medical
394,31172,2025-04-06,528.96,Denied,Accident
395,19182,2025-05-13,37029.22,Pending,Death
396,4104,2025-01-16,27483.91,Denied,Theft
397,11238,2025-11-06,16539.38,Denied,Accident
398,29129,2025-02-10,46913.9,Approved,Medical
399,20343,2026-02-25,42267.9,Denied,Medical
400,27332,2026-02-13,34776.07,Approved,Medical
401,27380,2024-05-15,16721.32,Pending,Accident
402,37665,2024-06-15,21443.24,Denied,Theft
403,17016,2025-05-30,38976.56,Approved,Accident
404,32346,2025-06-03,10676.86,Approved,Medical
405,5269,2025-03-27,13401.19,Denied,Accident
406,28232,2026-03-07,41755.23,Denied,Theft
407,23219,2024-10-16,36931.21,Approved,Death
408,9494,2025-09-19,36733.37,Approved,Theft
409,14438,2025-02-12,16055.12,Denied,Accident
410,22407,2025-08-25,33960.57,Approved,Death
411,26619,2024-04-26,41345.44,Denied,Accident
412,16561,2025-05-22,42522.41,Pending,Medical
413,18883,2025-03-22,36759.39,Denied,Medical
414,37441,2026-02-20,26022.59,Denied,Death
415,6323,2024-08-20,18034.87,Pending,Theft
416,17275,2024-09-12,24389.32,Pending,Death
417,25526,2025-08-18,2332.18,Approved,Death
418,37757,2024-11-27,4065.63,Pending,Theft
419,558,2025-08-19,24361.54,Pending,Medical
420,22615,2024-06-10,3696.72,Denied,Death
421,5434,2025-11-07,13854.38,Denied,Death
422,12038,2025-05-24,12795.96,Approved,Theft
423,1501,2026-02-01,35270.17,Denied,Medical
424,19195,2025-12-16,3232.82,Pending,Medical
425,39059,2024-10-11,22668.72,Pending,Accident
426,10096,2025-09-07,29272.1,Pending,Theft
427,8416,2024-04-25,41224.97,Pending,Theft
428,6830,2024-10-02,1739.71,Approved,Theft
429,32626,2024-07-19,13060.79,Denied,Medical
430,22869,2026-02-18,41019.7,Pending,Medical
431,31377,2025-10-22,11797.2,Denied,Theft
432,13785,2024-12-27,5754.54,Approved,Death
433,39792,2025-07-20,7961.27,Pending,Theft
434,13125,2025-04-12,30092.3,Approved,Death
435,8891,2026-02-07,22593.95,Approved,Medical
436,6179,2025-11-13,43956.56,Denied,Accident
437,19177,2026-01-16,15176.67,Denied,Accident
438,3515,2024-08-12,44727.57,Approved,Theft
439,7073,2025-04-09,21173.83,Approved,Accident
440,19300,2026-03-05,33857.67,Denied,Medical
441,32683,2024-08-10,46237.19,Denied,Theft
442,39194,2025-05-14,16963.4,Pending,Theft
443,12869,2024-11-02,8621.0,Denied,Medical
444,35676,2025-09-02,30383.61,Denied,Accident
445,23613,2024-10-21,7939.56,Pending,Death
446,7338,2026-02-16,22314.54,Denied,Theft
447,35310,2025-11-23,37645.33,Pending,Accident
448,27247,2026-01-04,5401.91,Pending,Medical
449,26753,2024-12-12,23747.57,Approved,Medical
450,16032,2024-07-21,48390.77,Pending,Theft
451,2236,2024-09-27,21227.91,Denied,Medical
452,32736,2025-11-03,26286.81,Pending,Accident
453,18877,2025-06-12,23134.73,Approved,Death
454,26609,2025-10-27,1932.93,Pending,Death
455,2664,2024-04-25,28004.55,Approved,Theft
456,4072,2025-03-24,180.69,Pending,Theft
457,12725,2026-02-20,36296.12,Pending,Accident
458,28225,2024-05-31,23882.12,Denied,Medical
459,39916,2025-01-07,14177.24,Pending,Medical
460,31399,2025-10-17,47980.09,Pending,Theft
461,19698,2025-09-10,45178.42,Approved,Theft
462,14125,2026-02-15,13060.44,Pending,Accident
463,36294,2025-01-31,4803.82,Denied,Death
464,33692,2024-07-21,23980.61,Pending,Death
465,37022,2024-11-19,4224.15,Pending,Medical
466,11900,2025-07-31,45083.06,Pending,Accident
467,562,2024-09-04,15114.73,Approved,Death
468,38685,2025-06-22,42275.93,Pending,Medical
469,28905,2024-10-22,24760.04,Approved,Medical
470,17647,2025-02-26,1842.89,Approved,Death
471,15217,2024-06-01,25486.57,Approved,Medical
472,10895,2025-01-01,49224.48,Approved,Medical
473,39946,2025-01-08,29316.53,Approved,Medical
474,28101,2024-06-12,30651.09,Denied,Accident
475,10258,2025-10-28,44974.38,Pending,Theft
476,32535,2024-11-23,3574.71,Approved,Accident
477,31322,2025-05-24,34237.63,Denied,Medical
478,1159,2025-01-22,28815.03,Denied,Theft
479,26885,2024-12-06,43815.47,Denied,Medical
480,2801,2024-10-23,29812.33,Approved,Medical
481,3048,2025-03-14,45657.92,Approved,Theft
482,13667,2024-09-10,25396.24,Pending,Theft
483,35609,2024-03-25,36222.29,Pending,Medical
484,8897,2025-04-28,31547.86,Denied,Death
485,4724,2024-05-11,37097.33,Approved,Medical
486,7285,2025-01-08,36280.86,Pending,Medical
487,8585,2025-05-01,26797.36,Denied,Death
488,3248,2024-06-03,14664.53,Approved,Accident
489,27723,2024-06-15,22768.29,Pending,Medical
490,26157,2025-02-02,46877.33,Denied,Theft
491,3421,2025-04-20,11330.4,Denied,Medical
492,8691,2026-02-18,12729.89,Approved,Theft
493,17356,2025-12-06,25845.62,Pending,Death
494,28658,2026-03-12,13867.88,Pending,Medical
495,20486,2025-02-27,27014.72,Pending,Accident
496,20155,2024-10-14,34514.35,Denied,Medical
497,13358,2024-06-02,20876.74,Approved,Medical
498,36856,2024-08-13,15375.93,Pending,Medical
499,35776,2025-10-31,3232.78,Approved,Accident
500,31506,2024-05-22,18110.56,Approved,Death
501,14972,2025-01-19,21877.62,Approved,Accident
502,34663,2025-11-14,20599.79,Pending,Death
503,13325,2024-11-02,11810.63,Denied,Death
504,29450,2024-04-01,24340.16,Pending,Theft
505,1254,2025-10-12,47186.0,Pending,Theft
506,28222,2025-05-31,18385.99,Pending,Death
507,19542,2024-11-11,13084.84,Pending,Theft
508,37990,2024-09-01,39338.13,Pending,Theft
509,29928,2024-12-03,20827.94,Approved,Accident
510,39259,2025-03-31,31370.87,Pending,Accident
511,4394,2024-09-20,40613.86,Pending,Accident
512,10919,2025-01-19,24445.1,Approved,Medical
513,11188,2025-07-06,37201.52,Approved,Death
514,33250,2024-08-17,41653.94,Approved,Death
515,14226,2024-05-23,2039.59,Pending,Accident
516,14820,2025-10-02,17594.93,Pending,Medical
517,8040,2024-10-11,24425.03,Denied,Accident
518,19761,2025-09-27,33869.53,Pending,Theft
519,1987,2024-05-18,22253.17,Pending,Death
520,17406,2024-07-21,34929.45,Approved,Theft
521,37446,2024-03-31,46892.91,Denied,Medical
522,32269,2025-07-16,33406.12,Denied,Theft
523,37394,2024-11-03,35666.71,Pending,Theft
524,32723,2024-04-22,15342.27,Denied,Death
525,25010,2025-07-21,6633.68,Denied,Death
526,20399,2025-12-02,17613.31,Approved,Death
527,12648,2024-04-02,5107.6,Denied,Theft
528,7937,2025-08-27,28671.33,Approved,Theft
529,9272,2024-05-05,31457.38,Denied,Death
530,11917,2024-04-12,22172.53,Denied,Accident
531,4798,2025-12-11,14151.2,Denied,Accident
532,26827,2025-03-17,883.71,Approved,Accident
533,11150,2024-07-30,43910.72,Approved,Medical
534,38160,2024-10-28,8018.48,Pending,Medical
535,24354,2024-09-16,36093.34,Approved,Theft
536,30468,2024-08-08,10170.79,Approved,Death
537,28518,2024-07-30,5476.4,Approved,Death
538,7498,2024-05-24,15599.99,Approved,Death
539,27339,2025-05-16,9601.33,Pending,Death
540,25841,2026-03-11,24849.31,Approved,Death
541,29891,2025-11-13,40549.04,Pending,Death
542,37963,2024-10-07,40834.61,Pending,Death
543,19002,2024-03-22,19819.0,Pending,Medical
544,5421,2025-08-27,36231.43,Denied,Death
545,39395,2025-12-23,7790.1,Approved,Medical
546,31869,2024-12-14,7751.14,Denied,Accident
547,12494,2025-01-15,40469.06,Pending,Medical
548,10830,2024-08-24,47852.56,Pending,Medical
549,19070,2024-03-21,15489.35,Approved,Theft
550,4409,2025-01-05,46246.63,Denied,Death
551,9349,2024-11-02,30882.93,Approved,Accident
552,13400,2024-07-13,35650.55,Approved,Medical
553,23674,2026-02-21,22529.25,Pending,Theft
554,14436,2025-11-12,34894.17,Approved,Theft
555,36771,2025-03-10,46416.59,Denied,Theft
556,34091,2024-05-23,10485.02,Approved,Death
557,36616,2025-04-12,47710.13,Pending,Theft
558,32387,2024-12-09,45114.28,Approved,Medical
559,16082,2025-05-10,32157.41,Approved,Accident
560,35070,2025-09-05,28864.53,Pending,Theft
561,26409,2024-09-28,34948.62,Denied,Theft
562,7631,2024-06-27,31661.58,Denied,Theft
563,28061,2024-04-04,33674.09,Pending,Accident
